Wavelength,ScaleFactor,Intensity,HalogenIntensity
482.9,11.5207170832,54.4940517097,4.730092
483.45,11.5230346422,54.8059265033,4.756206
483.99,11.5427912878,55.1958411141,4.7818452
484.54,11.5450219474,55.5079944861,4.8079592
485.08,11.5565929164,55.85992903,4.8335984
485.63,11.5896521561,56.3223762946,4.8597124
486.17,11.6184213324,56.7600732458,4.8853516
486.72,11.5987130908,56.9666803496,4.9114656
487.27,11.6044419167,57.2978556774,4.9375796
487.81,11.6260772883,57.7027653675,4.9632188
488.36,11.6432809417,58.092203502,4.9893328
488.9,11.6574987481,58.4620298116,5.014972
489.45,11.6619759979,58.7890239356,5.041086
489.99,11.6947011668,59.2538371082,5.0667252
490.54,11.7209479524,59.692903193,5.0928392
491.09,11.7439857171,60.1169132673,5.1189532
491.63,11.7500516393,60.4492263631,5.1445924
492.18,11.7850962523,60.9372726165,5.1707064
492.72,11.7985861223,61.3095310831,5.1963456
493.27,11.8354148597,61.8099759538,5.2224596
493.81,11.8719300381,62.3050617866,5.2480988
494.36,11.8902354981,62.7116322592,5.2742128
494.91,11.9361579873,63.265538069,5.3003268
495.45,11.9394302685,63.5889996693,5.325966
496.0,11.9785851469,64.1103459928,5.35208
496.54,12.0049496779,64.5592483781,5.3777192
497.09,12.0242250878,64.976906734,5.4038332
497.63,12.0447769245,65.3967838756,5.4294724
498.18,12.0818989577,65.9138436398,5.4555864
498.72,12.1171357389,66.4167546105,5.4812256
499.27,12.1506482866,66.9177464746,5.5073396
499.82,12.1728586713,67.3579486368,5.5334536
500.36,12.2177348409,67.9334206815,5.5602304
500.91,12.2332880894,68.3606218663,5.5880824
501.45,12.2546388955,68.8150423836,5.615428
502.0,12.2694697301,69.2400531387,5.64328
502.54,12.2949500459,69.7200584808,5.6706256
503.09,12.3101587215,70.1491637271,5.6984776
503.64,12.3461705993,70.6982421493,5.7263296
504.18,12.3700433532,71.1732116641,5.7536752
504.73,12.3927031372,71.6487502691,5.7815272
505.27,12.4150317677,72.1173403464,5.8088728
505.82,12.4495940315,72.6648542337,5.8367248
506.36,12.464064014,73.0901488484,5.8640704
506.91,12.5076817048,73.6942900088,5.8919224
507.46,12.5301631845,74.1757392473,5.9197744
508.0,12.5660412012,74.7317549484,5.94712
508.55,12.5967533887,75.2652487881,5.974972
509.09,12.6208921054,75.754602812,6.0023176
509.64,12.655737524,76.316243683,6.0301696
510.18,12.6753762677,76.7812844072,6.0575152
510.73,12.7000642442,77.2845543893,6.0853672
511.27,12.7141982469,77.7182423658,6.1127128
511.82,12.7407115476,78.2351648561,6.1405648
512.37,12.7485439981,78.6383329736,6.1684168
512.91,12.7690447101,79.1139670988,6.1957624
513.46,12.792406504,79.6150053288,6.2236144
514.0,12.7962418362,79.9887958682,6.25096
514.55,12.8395310533,80.6170016521,6.278812
515.09,12.8305003237,80.9111571281,6.3061576
515.64,12.8498485883,81.3910643169,6.3340096
516.18,12.8522429984,81.7576828292,6.3613552
516.73,12.8608460369,82.1706100967,6.3892072
517.28,12.8847733513,82.6823533741,6.4170592
517.82,12.8965668133,83.1106970751,6.4444048
518.37,12.9214052306,83.6306528692,6.4722568
518.91,12.9200934937,83.97547068,6.4996024
519.46,12.9492706158,84.525773458,6.5274544
520.0,12.962119901,84.9641035271,6.5548
520.55,12.9803602691,85.4451944861,6.582652
521.09,13.0077524125,85.981212228,6.6099976
521.64,13.0354964301,86.5276647643,6.6378496
522.18,13.056319334,87.0229169546,6.6651952
522.73,13.0653735922,87.4471621381,6.6930472
523.28,13.1064677525,88.0872486328,6.7208992
523.82,13.1212171939,88.5451856987,6.7482448
524.37,13.1628447906,89.1927104643,6.7760968
524.91,13.1771652196,89.6500845668,6.8034424
525.46,13.2246496749,90.3495052736,6.8319016
526.0,13.2600737922,90.9635758116,6.85996
526.55,13.291458034,91.5587137426,6.888538
